X,Y,Theta
175,89,-1.04719
174,44,-2.09439
148,37,2.09441
54,7,-2.09439
114,58,2.09441
165,45,-2.09439
96,47,2.09441
54,73,-3.14159
82,37,-1.04719
134,87,1.04721
50,14,-1.04719
33,10,-1.04719
115,71,9.81064e-06
55,10,9.81064e-06
82,61,9.81064e-06
163,80,-2.09439
16,84,-3.14159
22,18,2.09441
3,2,-1.04719
131,81,-2.09439
7,34,-2.09439
175,21,2.09441
103,69,1.04721
105,36,2.09441
74,88,9.81064e-06
165,78,-2.09439
122,44,-3.14159
49,36,1.04721
148,20,3.14159
171,42,1.04721
108,29,2.09441
122,69,9.81064e-06
25,31,1.04721
131,48,-3.14159
0,70,-1.04719
36,46,3.14159
58,10,1.04721
176,52,3.14159
58,33,1.04721
40,71,-1.04719
140,68,1.04721
138,40,-3.14159
94,72,2.09441
69,21,3.14159
60,18,3.14159
53,22,1.04721
97,78,1.04721
121,6,2.09441
119,24,-3.14159
151,37,9.81064e-06
11,18,3.14159
18,45,9.81064e-06
73,1,-3.14159
118,22,-1.04719
132,72,-2.09439
44,23,-3.14159
43,83,-1.04719
77,2,-3.14159
49,81,-2.09439
158,0,1.04721
141,26,-3.14159
105,7,2.09441
41,11,-3.14159
44,50,-1.04719
37,9,-3.14159
110,4,3.14159
101,89,2.09441
43,88,-2.09439
152,5,1.04721
8,37,-2.09439
68,64,-2.09439
130,45,2.09441
119,67,-3.14159
46,53,-3.14159
92,13,2.09441
103,29,3.14159
114,5,2.09441
104,86,9.81064e-06
58,54,9.81064e-06
24,40,2.09441
54,83,2.09441
153,28,3.14159
102,9,3.14159
151,64,3.14159
177,63,2.09441
117,5,-2.09439
168,20,9.81064e-06
161,82,-1.04719
59,88,-1.04719
164,83,-1.04719
17,32,-1.04719
29,3,-1.04719
105,87,9.81064e-06
9,8,2.09441
114,35,1.04721
90,21,2.09441
115,86,1.04721
145,61,2.09441
97,19,-1.04719
139,57,9.81064e-06
163,46,9.81064e-06
161,38,9.81064e-06
159,84,3.14159
177,0,2.09441
91,20,9.81064e-06
72,38,-3.14159
35,36,-3.14159
172,4,-2.09439
59,6,2.09441
42,19,3.14159
161,59,-2.09439
18,10,9.81064e-06
61,14,1.04721
131,85,-1.04719
102,61,3.14159
167,19,3.14159
105,65,-2.09439
3,81,-2.09439
170,58,3.14159
58,3,1.04721
132,53,-1.04719
67,83,2.09441
105,20,-3.14159
75,26,-2.09439
131,86,-3.14159
57,45,-1.04719
81,62,9.81064e-06
52,86,-1.04719
12,46,-3.14159
46,61,1.04721
1,15,-3.14159
97,61,-1.04719
175,46,9.81064e-06
126,24,-3.14159
158,68,9.81064e-06
172,10,-2.09439
170,85,-3.14159
106,13,2.09441
45,4,1.04721
164,16,-2.09439
150,26,1.04721
126,17,1.04721
164,18,-2.09439
2,18,9.81064e-06
138,10,-1.04719
97,78,-3.14159
39,78,3.14159
139,84,-1.04719
134,69,2.09441
89,30,-2.09439
175,18,-3.14159
20,16,9.81064e-06
133,7,9.81064e-06
82,8,-3.14159
147,50,3.14159
28,48,-2.09439
31,38,3.14159
19,76,2.09441
64,21,2.09441
126,28,-2.09439
34,8,-3.14159
43,13,-1.04719
30,9,-1.04719
113,2,-2.09439
10,22,9.81064e-06
83,53,2.09441
21,47,-1.04719
168,46,2.09441
132,55,-3.14159
69,58,1.04721
167,11,-3.14159
33,70,3.14159
133,29,-3.14159
83,52,-2.09439
47,6,-3.14159
137,1,2.09441
118,59,-2.09439
159,10,-1.04719
89,19,-3.14159
8,24,-1.04719
57,77,-2.09439
72,56,3.14159
99,43,-2.09439
26,26,2.09441
148,48,-2.09439
82,66,3.14159
12,72,9.81064e-06
103,6,1.04721
155,20,-2.09439
42,23,-2.09439
167,78,3.14159
148,83,2.09441
138,51,-2.09439
143,36,-1.04719
87,31,-2.09439
110,58,2.09441
96,39,-2.09439
155,68,-1.04719
112,64,-1.04719
179,22,-2.09439
92,61,1.04721
14,75,9.81064e-06
5,18,2.09441
2,1,3.14159
135,64,-1.04719
177,36,-2.09439
112,68,2.09441
128,87,1.04721
94,87,1.04721
75,31,1.04721
82,31,1.04721
167,57,-3.14159
128,55,2.09441
132,88,-2.09439
48,4,2.09441
130,23,-3.14159
48,8,-1.04719
57,16,9.81064e-06
72,80,9.81064e-06
111,28,-3.14159
157,45,-2.09439
172,41,1.04721
20,13,9.81064e-06
53,81,2.09441
167,78,9.81064e-06
176,62,-2.09439
175,77,-3.14159
51,3,3.14159
40,12,1.04721
167,74,3.14159
31,60,1.04721
124,36,3.14159
166,9,1.04721
109,88,-2.09439
24,48,3.14159
74,49,3.14159
6,87,1.04721
170,22,3.14159
13,80,2.09441
165,35,3.14159
100,31,1.04721
58,26,9.81064e-06
11,34,-2.09439
175,66,2.09441
32,67,-3.14159
85,67,-1.04719
75,76,2.09441
110,62,2.09441
33,38,-2.09439
119,43,9.81064e-06
31,36,2.09441
164,8,-2.09439
99,22,-1.04719
126,56,-1.04719
148,46,1.04721
70,61,1.04721
138,43,-2.09439
173,3,-3.14159
96,32,9.81064e-06
8,77,-3.14159
101,15,9.81064e-06
36,13,9.81064e-06
19,69,-1.04719
0,21,-2.09439
85,42,3.14159
167,13,1.04721
37,79,2.09441
118,56,3.14159
5,4,2.09441
135,31,-1.04719
113,73,3.14159
95,85,-1.04719
7,81,9.81064e-06
164,28,3.14159
119,62,-3.14159
18,76,1.04721
106,58,-3.14159
120,14,3.14159
174,39,-2.09439
0,52,2.09441
36,50,3.14159
116,56,9.81064e-06
57,14,2.09441
107,5,9.81064e-06
45,68,9.81064e-06
157,74,-3.14159
147,71,9.81064e-06
80,76,3.14159
140,69,9.81064e-06
154,69,-1.04719
172,25,3.14159
80,55,2.09441
120,37,3.14159
112,8,-2.09439
155,10,1.04721
77,72,1.04721
4,37,2.09441
30,0,1.04721
71,20,1.04721
43,88,3.14159
85,80,-1.04719
78,88,-2.09439
49,73,1.04721
119,34,1.04721
174,27,3.14159
35,61,-3.14159
120,29,9.81064e-06
2,80,2.09441
68,54,2.09441
17,64,-3.14159
141,60,-1.04719
14,76,3.14159
156,53,-3.14159
162,77,2.09441
137,27,-3.14159
169,41,-1.04719
113,70,1.04721
147,78,-1.04719
0,31,-1.04719
33,50,-2.09439
172,64,3.14159
116,6,-2.09439
45,65,2.09441
29,70,-2.09439
92,75,-2.09439
168,11,2.09441
161,33,3.14159
112,36,9.81064e-06
91,49,-1.04719
23,72,9.81064e-06
74,21,-2.09439
89,43,-3.14159
82,8,2.09441
17,39,-3.14159
130,0,-2.09439
136,38,-2.09439
179,1,-3.14159
160,24,2.09441
170,24,1.04721
156,48,-1.04719
155,85,-1.04719
5,34,9.81064e-06
52,78,3.14159
119,51,-2.09439
119,87,3.14159
57,74,3.14159
50,75,-2.09439
130,59,-3.14159
172,51,9.81064e-06
9,73,1.04721
86,28,2.09441
41,52,2.09441
160,23,-2.09439
176,89,3.14159
110,21,2.09441
13,42,9.81064e-06
144,86,2.09441
36,7,-2.09439
176,51,2.09441
77,48,2.09441
15,83,-1.04719
45,25,2.09441
117,27,2.09441
12,31,-3.14159
125,72,9.81064e-06
176,25,9.81064e-06
93,87,-3.14159
179,25,2.09441
114,44,-3.14159
5,59,1.04721
48,32,9.81064e-06
10,59,-1.04719
86,56,-1.04719
129,58,-1.04719
132,32,-2.09439
77,22,2.09441
160,12,-2.09439
126,18,3.14159
29,8,1.04721
131,57,-2.09439
49,54,-2.09439
61,87,-1.04719
58,30,1.04721
38,53,-1.04719
108,66,1.04721
124,71,-3.14159
85,62,9.81064e-06
162,6,-3.14159
109,37,9.81064e-06
147,36,9.81064e-06
20,47,3.14159
19,30,-3.14159
98,46,-3.14159
74,79,9.81064e-06
33,46,3.14159
150,52,9.81064e-06
99,73,-2.09439
59,8,-1.04719
144,51,1.04721
38,41,1.04721
0,16,1.04721
20,40,9.81064e-06
76,70,3.14159
156,66,9.81064e-06
8,46,9.81064e-06
114,72,9.81064e-06
43,89,-2.09439
139,14,2.09441
56,6,-2.09439
95,51,-2.09439
122,54,9.81064e-06
174,63,-1.04719
104,63,2.09441
39,53,-2.09439
29,11,-3.14159
136,13,-3.14159
64,81,9.81064e-06
58,44,3.14159
143,25,-3.14159
117,64,9.81064e-06
39,19,2.09441
95,73,-3.14159
44,63,-3.14159
151,73,1.04721
132,70,9.81064e-06
65,51,-1.04719
135,63,3.14159
94,84,9.81064e-06
120,42,1.04721
132,49,2.09441
114,44,2.09441
93,42,2.09441
110,14,-2.09439
87,57,3.14159
155,21,9.81064e-06
154,7,3.14159
10,23,-1.04719
150,10,3.14159
8,58,3.14159
72,89,1.04721
82,30,9.81064e-06
154,9,2.09441
112,60,-1.04719
37,66,-1.04719
21,82,-2.09439
79,31,2.09441
23,56,-3.14159
133,56,9.81064e-06
57,28,2.09441
57,72,2.09441
39,35,1.04721
129,30,-1.04719
17,28,2.09441
62,21,-2.09439
52,60,2.09441
21,53,2.09441
115,85,-1.04719
12,13,-1.04719
37,72,-2.09439
9,87,3.14159
103,25,-3.14159
177,62,-1.04719
14,8,1.04721
155,17,1.04721
148,28,9.81064e-06
138,58,9.81064e-06
128,5,9.81064e-06
31,35,9.81064e-06
170,47,-3.14159
1,4,-3.14159
173,63,3.14159
179,21,-2.09439
68,76,3.14159
102,59,-2.09439
56,31,1.04721
1,67,9.81064e-06
41,65,3.14159
38,23,-1.04719
177,44,-2.09439
111,63,9.81064e-06
65,58,1.04721
158,39,1.04721
115,28,-1.04719
125,75,1.04721
176,41,-1.04719
148,38,3.14159
73,86,-3.14159
29,54,-2.09439
159,73,2.09441
70,23,-3.14159
47,27,-2.09439
96,51,-1.04719
108,56,-2.09439
24,31,-3.14159
122,47,9.81064e-06
168,8,9.81064e-06
132,73,9.81064e-06
100,69,2.09441
3,39,1.04721
80,22,3.14159
153,65,3.14159
177,82,1.04721
118,41,-3.14159
11,59,-2.09439
165,58,1.04721
95,56,-1.04719
145,54,-3.14159
71,10,1.04721
177,76,2.09441
28,16,3.14159
50,42,9.81064e-06
86,43,2.09441
163,26,9.81064e-06
166,8,-1.04719
85,16,3.14159
26,77,1.04721
28,47,3.14159
33,13,-2.09439
26,1,9.81064e-06
137,85,2.09441
72,21,3.14159
160,35,3.14159
72,35,-1.04719
37,22,-1.04719
64,55,-3.14159
145,74,-2.09439
58,63,-3.14159
64,11,-3.14159
166,31,3.14159
22,87,-2.09439
144,38,-2.09439
5,28,-2.09439
130,18,-1.04719
69,88,-3.14159
68,55,-2.09439
14,32,-1.04719
134,87,-3.14159
148,16,-3.14159
15,87,1.04721
99,68,2.09441
86,88,9.81064e-06
55,21,2.09441
61,72,9.81064e-06
71,69,-1.04719
5,1,3.14159
70,13,2.09441
68,57,1.04721
153,80,9.81064e-06
56,41,3.14159
97,49,2.09441
72,89,-2.09439
18,53,9.81064e-06
117,9,2.09441
149,47,-1.04719
53,9,9.81064e-06
150,26,9.81064e-06
74,19,-3.14159
106,54,-2.09439
26,15,-1.04719
63,85,1.04721
75,4,3.14159
24,30,2.09441
153,86,9.81064e-06
13,67,-3.14159
74,24,-3.14159
28,11,2.09441
0,76,-3.14159
12,42,-2.09439
94,26,9.81064e-06
83,41,2.09441
126,8,1.04721
116,79,-3.14159
79,28,1.04721
110,75,3.14159
39,68,-3.14159
60,53,9.81064e-06
17,60,-1.04719
59,69,-3.14159
57,15,9.81064e-06
44,13,-1.04719
109,8,3.14159
116,15,1.04721
49,37,-3.14159
144,65,3.14159
119,21,2.09441
114,84,-1.04719
7,31,-1.04719
130,65,3.14159
53,72,-2.09439
51,22,2.09441
162,72,-1.04719
121,18,-2.09439
151,64,2.09441
167,80,-2.09439
112,89,2.09441
65,63,3.14159
149,22,1.04721
115,59,-2.09439
15,73,1.04721
169,40,-1.04719
154,34,9.81064e-06
109,30,-3.14159
63,67,-3.14159
129,67,9.81064e-06
29,69,-2.09439
11,73,2.09441
34,73,-3.14159
140,54,9.81064e-06
6,73,-2.09439
36,86,-3.14159
47,83,2.09441
76,74,-2.09439
79,83,-3.14159
100,85,-1.04719
121,64,1.04721
144,36,-2.09439
172,35,2.09441
44,21,1.04721
162,61,2.09441
128,76,9.81064e-06
49,56,1.04721
61,2,3.14159
153,5,3.14159
94,17,-3.14159
27,88,-1.04719
13,8,-2.09439
24,76,-3.14159
27,33,9.81064e-06
90,89,1.04721
43,3,2.09441
59,71,2.09441
75,88,-1.04719
161,74,1.04721
142,40,1.04721
35,72,9.81064e-06
88,24,3.14159
29,2,-3.14159
103,66,-2.09439
96,65,1.04721
149,47,9.81064e-06
61,64,9.81064e-06
142,1,-2.09439
143,56,1.04721
40,2,2.09441
130,65,1.04721
24,29,1.04721
130,28,3.14159
11,63,-3.14159
105,87,-1.04719
40,15,-3.14159
92,66,-1.04719
125,58,-2.09439
37,4,-1.04719
125,21,-2.09439
0,83,9.81064e-06
64,38,2.09441
150,35,-1.04719
115,68,9.81064e-06
156,57,9.81064e-06
83,11,-2.09439
170,13,9.81064e-06
72,49,-3.14159
20,60,-3.14159
25,74,1.04721
34,19,3.14159
88,86,-1.04719
24,44,-3.14159
161,17,-2.09439
126,55,2.09441
119,43,-2.09439
64,51,1.04721
128,80,-1.04719
91,7,-2.09439
115,82,9.81064e-06
113,70,-3.14159
38,82,2.09441
48,31,-1.04719
131,17,-2.09439
67,88,-1.04719
40,34,9.81064e-06
124,86,-2.09439
58,60,3.14159
1,46,-3.14159
117,85,3.14159
114,71,-3.14159
171,85,-2.09439
107,83,3.14159
7,17,-2.09439
177,10,-3.14159
128,33,3.14159
48,58,3.14159
55,3,-3.14159
93,21,-1.04719
127,17,-3.14159
143,41,-2.09439
54,49,1.04721
39,24,-1.04719
151,81,-3.14159
54,67,3.14159
61,58,1.04721
121,46,-3.14159
114,25,-3.14159
36,43,3.14159
41,74,9.81064e-06
98,66,-2.09439
123,32,-1.04719
110,57,-1.04719
19,63,-1.04719
89,67,1.04721
115,36,2.09441
143,76,1.04721
42,18,-1.04719
31,67,1.04721
175,16,3.14159
27,9,-1.04719
60,64,-1.04719
46,58,9.81064e-06
51,55,2.09441
64,29,1.04721
104,21,-1.04719
84,18,-1.04719
178,49,-2.09439
11,71,1.04721
154,32,-3.14159
65,67,3.14159
38,77,2.09441
18,40,-3.14159
108,35,3.14159
61,47,1.04721
96,89,-2.09439
5,80,1.04721
136,70,-3.14159
52,52,3.14159
60,33,3.14159
11,9,3.14159
153,57,-1.04719
77,20,9.81064e-06
17,57,2.09441
142,30,1.04721
152,17,1.04721
57,73,3.14159
34,21,9.81064e-06
165,28,3.14159
67,56,-1.04719
162,78,1.04721
174,39,1.04721
26,53,9.81064e-06
175,48,1.04721
12,55,-1.04719
172,11,-3.14159
32,12,1.04721
111,28,-2.09439
33,82,-2.09439
83,22,3.14159
39,54,-3.14159
110,33,9.81064e-06
47,53,1.04721
70,13,3.14159
88,46,3.14159
48,62,3.14159
82,77,-3.14159
2,77,3.14159
105,36,9.81064e-06
45,3,-1.04719
146,60,3.14159
93,50,-1.04719
103,46,9.81064e-06
108,37,-2.09439
65,68,2.09441
41,19,-2.09439
88,7,1.04721
2,31,-3.14159
150,81,9.81064e-06
47,75,-3.14159
53,47,1.04721
104,1,-2.09439
124,6,3.14159
172,80,-2.09439
79,44,-2.09439
107,86,-2.09439
114,11,2.09441
57,57,2.09441
151,50,9.81064e-06
132,58,3.14159
74,1,-1.04719
39,73,9.81064e-06
64,28,1.04721
24,69,3.14159
40,48,-2.09439
54,89,1.04721
46,21,-2.09439
78,24,-1.04719
175,43,9.81064e-06
53,1,-3.14159
164,41,-1.04719
109,61,3.14159
178,3,-1.04719
32,24,-1.04719
30,28,-2.09439
14,52,-3.14159
25,14,-2.09439
131,29,-3.14159
176,89,9.81064e-06
132,53,-2.09439
35,81,9.81064e-06
114,61,3.14159
22,61,-1.04719
80,31,-1.04719
163,18,1.04721
38,29,1.04721
132,60,-3.14159
161,46,-3.14159
75,23,9.81064e-06
146,18,1.04721
60,39,9.81064e-06
101,82,-2.09439
176,69,9.81064e-06
87,61,9.81064e-06
100,75,-3.14159
46,77,-2.09439
53,62,3.14159
136,74,3.14159
112,1,9.81064e-06
16,71,-1.04719
81,78,-3.14159
148,36,3.14159
167,26,-2.09439
112,47,-3.14159
56,32,9.81064e-06
113,39,-2.09439
169,13,3.14159
11,31,-3.14159
12,2,2.09441
168,57,2.09441
178,48,-2.09439
161,84,2.09441
118,89,9.81064e-06
137,58,-2.09439
137,35,3.14159
128,65,3.14159
24,39,-3.14159
140,13,1.04721
32,49,-2.09439
124,21,3.14159
85,42,9.81064e-06
60,23,3.14159
81,45,9.81064e-06
77,51,3.14159
152,11,-2.09439
134,76,2.09441
87,8,-1.04719
153,52,2.09441
75,30,1.04721
4,57,-3.14159
39,64,9.81064e-06
82,49,-1.04719
150,45,-2.09439
118,57,-1.04719
171,70,9.81064e-06
109,78,-1.04719
138,70,-1.04719
27,36,2.09441
133,1,-3.14159
83,83,9.81064e-06
99,60,-2.09439
167,82,-1.04719
123,78,9.81064e-06
3,84,3.14159
3,35,9.81064e-06
146,47,3.14159
28,88,1.04721
69,50,-1.04719
37,42,2.09441
169,82,3.14159
146,40,-1.04719
15,65,1.04721
128,10,-1.04719
90,86,-1.04719
118,38,-3.14159
122,63,-3.14159
178,57,-3.14159
146,11,-1.04719
62,28,1.04721
110,9,2.09441
143,13,1.04721
78,44,-1.04719
54,84,-2.09439
136,2,-1.04719
60,62,-2.09439
117,80,3.14159
40,41,3.14159
140,44,-2.09439
30,64,-3.14159
100,28,3.14159
104,15,-3.14159
178,60,-2.09439
137,28,2.09441
158,59,2.09441
149,45,-1.04719
122,23,-3.14159
41,31,2.09441
98,63,9.81064e-06
64,47,9.81064e-06
63,39,1.04721
152,35,3.14159
83,62,-3.14159
20,27,9.81064e-06
167,52,-2.09439
82,1,1.04721
92,0,-1.04719
174,49,1.04721
78,68,-1.04719
25,4,2.09441
80,27,-1.04719
100,44,1.04721
107,19,9.81064e-06
84,25,9.81064e-06
71,43,3.14159
76,57,3.14159
91,59,3.14159
102,88,3.14159
34,81,-3.14159
157,49,1.04721
77,44,2.09441
52,61,-1.04719
63,4,9.81064e-06
43,64,9.81064e-06
25,77,9.81064e-06
117,20,-2.09439
37,43,9.81064e-06
88,59,2.09441
45,81,3.14159
61,9,1.04721
80,66,-3.14159
26,4,-2.09439
104,89,-2.09439
90,0,9.81064e-06
57,73,-3.14159
103,63,1.04721
154,13,-1.04719
143,45,-2.09439
47,8,9.81064e-06
120,67,3.14159
104,38,9.81064e-06
34,52,-2.09439
179,86,-3.14159
121,80,1.04721
144,69,-1.04719
70,26,2.09441
67,64,-2.09439
54,62,9.81064e-06
64,55,9.81064e-06
38,43,2.09441
42,62,2.09441
4,44,-2.09439
53,69,1.04721
82,76,1.04721
159,75,-1.04719
62,27,9.81064e-06
121,17,3.14159
85,55,-3.14159
49,6,2.09441
18,89,-2.09439
28,85,-3.14159
88,69,3.14159
126,56,9.81064e-06
28,83,9.81064e-06
14,32,3.14159
141,25,-1.04719
58,18,3.14159
129,65,1.04721
56,6,2.09441
34,88,9.81064e-06
175,55,-2.09439
86,48,-1.04719
64,18,9.81064e-06
83,8,1.04721
118,34,-2.09439
154,82,-2.09439
75,70,-2.09439
61,46,9.81064e-06
56,18,-2.09439
86,69,3.14159
37,63,-3.14159
102,75,2.09441
37,62,3.14159
149,81,-3.14159
3,65,2.09441
53,79,1.04721
119,18,-2.09439
20,22,-3.14159
148,65,-2.09439
32,85,3.14159
83,33,1.04721
52,85,3.14159
108,26,-2.09439
133,34,2.09441
82,25,-1.04719
17,14,9.81064e-06
143,9,-2.09439
137,87,-1.04719
85,83,2.09441
10,12,1.04721
59,50,3.14159
148,36,-1.04719
24,19,2.09441
78,31,-2.09439
94,67,9.81064e-06
119,1,2.09441
52,68,3.14159
25,45,-1.04719
130,64,-3.14159
32,14,2.09441
77,10,-3.14159
161,82,2.09441
172,41,9.81064e-06
120,89,1.04721
17,13,1.04721
139,78,-3.14159
154,9,9.81064e-06
140,62,2.09441
169,32,-3.14159
109,58,1.04721
168,81,-1.04719
176,50,-1.04719
104,68,-2.09439
135,27,3.14159
70,9,1.04721
164,82,2.09441
156,60,-1.04719
111,76,-1.04719
171,88,2.09441
176,0,-2.09439
97,15,-2.09439
112,63,-1.04719
11,0,-1.04719
27,35,-1.04719
0,58,1.04721
60,89,-3.14159
131,14,2.09441
25,46,9.81064e-06
147,11,9.81064e-06
68,78,-1.04719
144,62,-2.09439
40,64,9.81064e-06
26,59,2.09441
146,77,3.14159
176,72,-2.09439
83,2,-1.04719
51,53,2.09441
83,74,3.14159
30,7,-2.09439
11,48,-3.14159
119,84,1.04721
112,78,-1.04719
116,86,3.14159
102,20,3.14159
58,40,-1.04719
120,33,9.81064e-06
112,84,-2.09439
52,2,-3.14159
103,88,-2.09439
143,21,-2.09439
20,35,-1.04719
29,52,2.09441
115,28,-3.14159
14,12,-3.14159
145,54,3.14159
175,49,2.09441
117,40,-1.04719
176,40,2.09441
20,20,2.09441
157,4,1.04721
51,11,2.09441
145,65,-1.04719
132,27,-1.04719
49,60,-1.04719
40,75,-1.04719
108,11,-3.14159
31,68,1.04721
156,2,9.81064e-06
179,37,1.04721
150,65,1.04721
172,72,2.09441
124,13,-2.09439
142,15,-1.04719
23,43,-2.09439
112,53,1.04721
8,61,1.04721
32,82,1.04721
125,56,9.81064e-06
177,3,-2.09439
90,5,9.81064e-06
40,65,-3.14159
12,1,9.81064e-06
158,20,1.04721
108,45,-2.09439
71,37,1.04721
5,54,3.14159
176,40,-1.04719
145,19,1.04721
111,24,2.09441
138,27,9.81064e-06
107,77,-3.14159
151,40,2.09441
170,33,-2.09439
90,20,1.04721
117,30,-3.14159
141,52,-2.09439
34,82,2.09441
124,15,1.04721
156,14,-2.09439
46,59,-3.14159
110,3,-3.14159
10,21,9.81064e-06
109,68,-3.14159
51,32,9.81064e-06
105,10,-3.14159
37,87,-3.14159
99,15,-3.14159
53,68,1.04721
116,46,-3.14159
136,18,2.09441
100,13,-3.14159
158,72,-1.04719
69,23,-2.09439
98,70,1.04721
68,1,1.04721
1,47,-2.09439
98,43,-1.04719
62,66,9.81064e-06
154,80,1.04721
2,70,1.04721
110,40,-1.04719
73,29,3.14159
125,8,1.04721
9,55,1.04721
17,50,-2.09439
165,67,-3.14159
149,72,-2.09439
10,17,-1.04719
134,9,9.81064e-06
139,41,-3.14159
119,72,3.14159
73,16,1.04721
76,83,9.81064e-06
145,88,1.04721
55,3,2.09441
73,30,-3.14159
148,67,1.04721
113,28,-2.09439
85,34,2.09441
64,18,-1.04719
101,55,-2.09439
67,35,-3.14159
39,54,9.81064e-06
143,38,-1.04719
85,54,1.04721
5,38,3.14159
100,74,1.04721
120,61,-3.14159
99,52,-1.04719
59,85,1.04721
79,7,-2.09439
77,73,-3.14159
179,81,3.14159
46,79,2.09441
122,37,-2.09439
53,78,2.09441
145,23,-3.14159
156,86,1.04721
43,68,2.09441
51,15,-2.09439
29,50,2.09441
92,16,2.09441
7,85,2.09441
18,10,-3.14159
153,36,9.81064e-06
50,82,1.04721
30,40,3.14159
75,20,9.81064e-06
48,29,-2.09439
161,63,2.09441
140,4,-3.14159
27,70,3.14159
67,65,3.14159
169,5,2.09441
71,30,2.09441
40,59,3.14159
66,66,-1.04719
165,58,3.14159
39,75,3.14159
163,54,-3.14159
65,45,-2.09439
25,88,-2.09439
2,53,9.81064e-06
40,3,2.09441
175,58,2.09441
70,22,-1.04719
85,9,-3.14159
135,65,3.14159
21,47,1.04721
13,42,3.14159
102,21,-3.14159
50,34,3.14159
83,84,3.14159
49,66,-1.04719
56,80,-2.09439
84,26,2.09441
92,44,2.09441
100,28,2.09441
18,28,-1.04719
94,15,-2.09439
91,23,-1.04719
39,6,1.04721
69,82,1.04721
11,85,1.04721
153,85,9.81064e-06
85,69,3.14159
135,39,2.09441
76,20,2.09441
46,70,-2.09439
92,33,-3.14159
49,43,-1.04719
151,61,1.04721
2,53,-1.04719
19,69,-2.09439
122,74,-3.14159
62,88,-2.09439
71,9,3.14159
171,73,3.14159
179,20,2.09441
78,82,3.14159
144,72,-3.14159
120,11,3.14159
60,19,-2.09439
101,63,3.14159
72,88,9.81064e-06
58,89,-3.14159
79,72,-1.04719
170,18,-3.14159
87,17,1.04721
4,89,3.14159
134,78,3.14159
8,70,1.04721
178,85,9.81064e-06
61,74,9.81064e-06
81,67,3.14159
54,38,-2.09439
133,51,2.09441
89,25,3.14159
68,40,-1.04719
34,8,2.09441
150,16,9.81064e-06
21,5,-1.04719
121,10,9.81064e-06
67,67,-2.09439
54,12,-1.04719
22,7,1.04721
72,77,-2.09439
168,42,9.81064e-06
163,7,2.09441
138,31,9.81064e-06
74,6,-3.14159
28,70,1.04721
162,20,-3.14159
130,83,1.04721
98,71,9.81064e-06
59,18,1.04721
76,44,-3.14159
77,1,2.09441
132,18,-1.04719
165,38,-1.04719
161,18,2.09441
1,3,2.09441
131,14,-3.14159
145,64,9.81064e-06
20,33,-1.04719
18,1,2.09441
113,50,1.04721
24,79,3.14159
119,17,3.14159
135,30,9.81064e-06
39,19,-2.09439
166,1,1.04721
115,10,2.09441
42,55,-1.04719
175,22,-2.09439
33,25,2.09441
9,16,1.04721
7,52,-3.14159
57,6,-3.14159
3,53,-1.04719
39,2,2.09441
28,28,1.04721
21,70,-1.04719
138,39,-3.14159
152,80,-1.04719
37,38,-2.09439
95,29,9.81064e-06
74,39,9.81064e-06
158,66,-3.14159
132,21,-1.04719
39,86,1.04721
174,36,2.09441
53,12,-2.09439
73,45,3.14159
52,45,1.04721
163,75,-3.14159
31,89,2.09441
145,25,-1.04719
71,63,9.81064e-06
118,58,9.81064e-06
108,27,-1.04719
0,73,2.09441
122,58,1.04721
17,20,3.14159
12,58,2.09441
82,78,-2.09439
58,71,-2.09439
86,63,-3.14159
40,13,-2.09439
32,70,-1.04719
136,80,-2.09439
24,84,9.81064e-06
179,17,1.04721
88,44,9.81064e-06
43,71,1.04721
6,56,2.09441
145,8,9.81064e-06
153,73,3.14159
56,72,1.04721
42,13,-1.04719
41,33,-2.09439
29,37,3.14159
54,62,3.14159
107,53,3.14159
170,68,-2.09439
114,27,-2.09439
15,43,2.09441
50,33,-2.09439
101,36,-2.09439
87,53,3.14159
106,6,1.04721
130,70,-3.14159
35,24,-2.09439
22,79,9.81064e-06
109,48,1.04721
175,23,-2.09439
4,48,-2.09439
151,35,-1.04719
49,87,-2.09439
127,53,1.04721
61,76,3.14159
113,77,3.14159
152,33,3.14159
42,55,2.09441
122,57,9.81064e-06
176,52,9.81064e-06
62,54,3.14159
126,32,9.81064e-06
161,80,2.09441
146,40,-3.14159
129,74,1.04721
72,50,3.14159
72,67,3.14159
117,37,3.14159
112,17,2.09441
22,88,9.81064e-06
164,16,-1.04719
2,82,2.09441
61,48,1.04721
56,25,3.14159
60,44,1.04721
106,25,-1.04719
60,52,1.04721
90,57,1.04721
131,41,2.09441
166,13,-3.14159
145,70,3.14159
115,72,2.09441
16,0,9.81064e-06
97,64,2.09441
68,71,-3.14159
169,67,-3.14159
116,39,-1.04719
145,32,1.04721
170,15,-1.04719
159,68,9.81064e-06
164,22,9.81064e-06
160,47,-3.14159
125,87,9.81064e-06
129,38,1.04721
72,53,3.14159
38,16,-1.04719
22,38,3.14159
165,80,-2.09439
113,6,-1.04719
86,52,2.09441
55,88,-1.04719
11,17,3.14159
88,63,-3.14159
23,71,2.09441
62,41,2.09441
178,79,9.81064e-06
93,67,3.14159
145,8,-1.04719
176,81,-3.14159
42,48,3.14159
4,36,-2.09439
43,78,-3.14159
0,87,-1.04719
142,0,-2.09439
156,59,-2.09439
107,42,-2.09439
155,56,-2.09439
4,57,9.81064e-06
142,45,3.14159
