X,Y
85,11
157,63
11,39
92,87
102,34
81,78
50,3
65,86
74,46
134,83
99,56
76,78
70,56
114,60
85,78
79,11
56,21
34,61
85,75
175,63
5,42
33,87
142,3
156,3
171,55
161,78
138,38
14,63
40,56
174,23
57,75
57,77
123,1
110,24
116,60
36,4
134,33
25,64
110,80
35,24
44,77
174,9
0,7
104,11
124,46
160,55
130,76
141,56
111,35
155,52
118,12
151,13
90,3
173,51
132,27
63,63
10,72
142,34
92,11
169,38
93,33
105,16
149,81
141,18
47,4
138,68
92,49
81,56
132,56
23,83
88,54
147,89
27,47
20,66
149,50
84,87
150,26
17,71
150,55
127,66
100,30
12,76
79,43
93,85
139,70
73,20
87,63
26,20
38,63
15,75
86,85
89,39
101,71
9,89
101,28
41,62
84,3
2,33
60,64
69,39
136,61
20,75
74,6
59,1
34,86
24,84
66,49
28,11
155,77
137,15
65,54
93,80
19,18
109,74
15,34
103,53
130,25
1,69
92,70
100,13
20,49
130,61
177,81
78,30
54,38
36,62
104,32
64,35
164,26
47,61
4,27
168,32
10,66
64,82
71,82
134,43
164,54
147,75
21,2
80,39
28,56
69,77
108,8
51,61
96,9
81,59
78,20
69,29
157,72
59,3
70,40
62,20
74,54
115,74
88,62
49,27
11,16
136,77
24,69
38,29
172,22
25,15
142,15
127,3
11,40
120,26
66,39
119,67
80,45
37,22
110,31
39,46
115,18
15,44
83,66
44,8
119,81
13,33
119,7
162,58
79,31
114,75
146,35
79,37
160,69
167,80
108,89
114,25
51,28
173,76
132,59
168,58
40,66
59,52
168,67
113,5
146,7
98,48
99,52
124,74
36,74
67,53
29,18
99,68
19,7
170,33
167,79
155,68
73,69
121,21
23,87
6,29
111,63
153,60
99,29
93,18
60,70
158,83
41,85
43,15
171,80
93,72
41,87
45,59
167,61
154,62
142,82
77,2
5,14
119,69
68,59
166,6
133,28
60,0
174,3
153,56
130,56
124,0
147,22
125,22
92,66
166,87
35,7
94,62
94,89
13,18
83,78
56,88
152,29
29,82
147,10
92,67
59,6
148,88
52,49
132,30
41,42
121,65
77,80
6,73
64,74
20,52
3,63
137,81
133,73
163,21
31,89
124,25
58,57
2,87
130,3
114,21
145,78
17,37
130,13
124,45
166,56
81,36
155,17
129,31
75,40
137,22
59,69
43,32
101,85
80,14
99,14
39,66
131,35
139,81
99,17
135,74
8,21
164,72
39,13
158,49
7,39
89,30
11,2
86,33
157,57
165,47
2,53
119,44
126,37
146,18
58,10
84,88
31,72
175,1
124,19
124,49
23,64
130,30
5,80
110,27
87,26
74,63
170,3
96,37
26,72
38,5
84,42
16,18
158,20
24,87
73,1
66,44
45,22
109,8
37,89
85,84
111,59
74,12
72,35
5,16
107,0
82,19
147,65
110,79
74,68
176,30
0,31
166,14
4,81
177,44
156,54
171,70
76,8
61,73
176,16
135,41
4,55
130,55
136,21
86,56
110,78
65,32
167,72
98,10
10,3
54,50
45,75
147,38
129,43
102,52
172,71
156,32
77,19
178,25
173,80
90,9
99,13
105,40
133,78
51,65
17,74
69,19
156,63
64,8
159,33
138,53
125,51
57,7
5,30
145,80
114,1
42,0
83,29
153,35
42,46
153,39
59,5
69,56
17,3
77,63
166,42
45,17
74,50
0,30
54,78
58,60
97,49
21,69
145,88
6,33
12,42
65,36
75,89
68,15
27,30
27,16
140,47
63,5
107,40
46,55
100,12
134,44
21,4
171,85
26,15
57,62
136,32
29,31
38,15
75,24
132,4
49,69
49,18
75,29
108,30
4,59
176,27
113,0
122,54
80,3
28,40
149,30
150,25
132,16
13,46
58,37
136,8
130,68
19,9
127,79
84,58
174,88
146,45
174,22
27,13
34,47
143,12
162,65
82,88
79,21
68,69
37,9
52,12
51,68
81,63
100,58
68,25
47,67
33,52
105,39
17,68
38,31
125,60
65,15
80,55
76,10
32,52
133,65
51,6
86,34
170,58
55,82
21,11
168,23
108,77
173,86
133,44
65,76
60,52
53,35
33,66
84,15
7,35
143,29
41,27
162,27
125,89
47,78
172,49
64,14
113,47
80,48
132,53
39,86
12,5
85,71
63,78
147,66
65,24
73,77
14,77
117,48
127,12
92,4
111,20
25,60
73,0
35,76
11,34
144,54
111,38
163,4
111,47
1,29
104,46
95,24
160,8
87,19
112,40
108,35
166,21
129,13
75,11
133,54
26,89
107,43
132,68
78,22
41,46
145,27
0,54
93,61
123,72
102,85
174,0
13,70
124,40
14,66
2,11
64,69
136,13
144,60
2,89
71,40
18,64
16,57
115,78
88,63
0,74
48,12
160,79
103,55
124,78
116,8
45,19
3,46
56,16
163,10
87,23
89,17
119,45
1,6
17,55
61,32
28,63
165,30
174,72
67,58
168,9
169,69
147,54
46,6
147,7
87,28
72,53
178,70
11,63
139,16
119,6
31,81
15,11
55,34
65,51
65,28
54,33
170,30
155,47
74,45
46,81
51,16
108,14
131,64
35,82
100,24
52,68
78,46
179,66
9,0
44,70
16,78
160,3
165,38
108,13
4,86
56,48
65,12
48,38
52,14
130,41
139,56
16,71
168,49
81,62
42,87
148,71
106,47
97,16
148,58
151,57
100,40
119,17
100,83
72,49
7,24
9,83
132,35
97,11
23,49
144,4
113,74
53,60
0,85
141,45
12,7
78,25
159,11
64,56
145,44
36,19
147,9
128,9
52,17
127,24
48,15
15,59
179,7
62,75
88,44
90,78
89,42
166,33
165,13
74,11
15,25
131,45
177,22
90,12
137,86
123,76
126,0
114,30
152,25
36,89
2,74
45,21
8,9
113,24
99,22
125,14
108,36
56,12
96,4
154,53
45,56
178,80
26,4
70,71
160,48
140,40
156,30
138,3
131,67
31,4
41,57
178,30
160,83
61,45
174,41
41,70
139,66
100,6
98,64
130,59
102,69
146,68
63,48
141,63
98,59
122,15
117,44
172,80
89,69
96,14
76,82
107,89
50,84
174,68
163,68
78,44
142,25
79,85
84,74
167,57
8,88
94,26
178,84
113,26
0,79
35,27
153,83
2,81
42,3
178,37
72,81
32,20
118,19
95,6
48,80
93,57
165,64
76,85
21,20
26,5
34,78
105,71
7,11
82,13
56,61
153,89
119,64
5,6
112,44
11,20
94,65
162,8
34,13
35,79
179,84
73,39
164,85
100,14
166,12
176,57
133,75
151,48
16,45
34,52
122,46
50,4
61,47
159,19
173,87
128,85
92,45
151,83
43,56
118,2
21,0
152,80
112,87
160,28
33,44
106,56
82,70
157,42
48,26
172,23
69,55
91,10
147,73
146,8
116,39
166,2
22,22
35,46
72,78
28,0
59,34
5,39
151,58
64,25
3,56
2,43
80,0
18,18
60,15
154,55
160,74
80,19
20,22
20,84
77,26
28,10
40,32
124,71
44,65
15,30
149,72
26,55
34,0
62,79
148,57
24,38
54,82
156,59
153,50
156,87
82,6
112,58
81,84
158,23
57,66
66,31
118,44
153,10
158,27
64,60
166,10
3,54
121,26
25,78
46,48
96,12
90,51
158,77
129,61
10,75
77,84
127,60
33,24
154,49
2,45
14,71
14,28
90,46
58,20
69,44
95,28
154,12
82,48
52,44
113,77
71,5
73,26
127,85
24,55
152,41
25,28
6,21
112,22
151,10
110,55
111,56
136,15
18,21
106,6
163,85
144,87
144,57
104,54
18,81
49,41
34,66
160,70
42,60
107,73
2,25
40,86
174,19
20,81
133,61
108,1
13,21
59,53
177,65
53,34
14,59
13,2
17,10
72,36
112,5
96,63
45,14
134,6
89,36
47,66
153,65
97,15
164,33
84,46
39,79
23,56
56,86
44,45
25,47
134,89
10,10
127,75
33,4
74,71
157,45
115,2
73,34
79,56
49,9
138,51
34,19
173,2
177,48
167,16
135,14
108,48
16,6
126,83
114,8
97,23
41,3
7,59
87,55
8,56
158,7
28,66
74,18
159,26
151,79
51,69
108,69
113,69
100,31
9,5
174,54
127,36
43,61
164,24
108,19
131,85
174,86
138,87
114,61
117,1
52,52
123,33
48,54
98,26
95,37
7,77
10,38
147,19
70,67
136,53
94,78
83,56
165,41
84,65
158,54
151,2
127,40
55,56
170,41
162,42
151,49
86,47
138,9
19,77
68,47
108,6
98,47
107,2
14,26
149,82
147,3
176,60
101,58
48,74
36,21
122,86
118,80
101,25
116,20
122,77
1,62
85,48
165,78
153,27
156,66
156,47
25,25
74,82
5,86
57,89
14,55
160,63
134,3
76,69
178,22
56,31
172,57
22,49
62,69
42,55
134,31
175,26
174,57
11,0
97,0
47,15
160,59
89,5
92,19
109,79
101,34
104,23
131,52
15,74
99,79
116,71
133,49
174,69
155,8
141,54
124,36
122,60
46,70
78,16
90,79
82,8
79,32
128,50
52,80
152,60
119,5
52,66
42,69
160,22
94,80
119,85
55,0
141,25
93,65
125,2
88,46
26,43
54,62
121,36
6,13
103,26
122,41
31,2
64,87
37,41
151,87
139,87
121,13
18,6
21,57
145,22
93,76
175,11
38,42
148,69
159,83
154,54
5,61
103,64
63,55
73,48
144,8
139,53
137,80
173,40
57,79
101,27
141,20
145,75
51,79
54,88
159,39
160,85
134,35
62,51
10,2
122,24
113,43
10,60
129,24
119,55
27,85
145,4
75,8
60,25
151,89
60,5
24,19
69,87
116,66
145,7
103,20
143,46
138,25
167,11
43,0
72,77
143,42
34,72
21,67
116,18
24,44
34,7
14,73
28,71
49,44
45,47
81,53
99,57
142,4
2,68
166,79
143,45
167,38
60,24
98,86
109,46
45,84
55,43
132,24
1,50
147,55
104,9
87,82
50,35
162,73
45,68
179,26
62,74
56,64
130,77
150,51
107,20
128,1
15,78
172,68
145,13
106,70
55,4
170,28
28,28
112,73
129,53
3,26
3,6
37,78
167,55
128,52
68,41
24,25
149,78
151,23
107,75
18,69
104,7
129,58
58,8
170,82
138,39
94,45
127,17
120,38
73,6
149,53
155,66
79,9
42,65
46,13
8,78
24,80
114,89
178,7
7,3
54,14
77,66
78,39
114,3
49,84
1,12
163,56
88,6
121,78
98,57
17,70
12,84
64,47
81,5
63,81
122,73
172,18
171,39
32,70
113,6
107,85
164,11
35,11
9,11
160,16
57,65
76,79
6,83
12,10
81,20
158,72
142,32
29,73
175,41
169,50
172,4
0,20
0,59
127,34
164,16
13,49
169,55
140,21
30,70
134,70
128,64
173,68
47,87
43,9
83,72
173,85
106,71
139,83
85,33
81,73
41,83
23,25
57,41
137,52
110,57
85,13
110,47
128,65
102,17
154,52
154,43
175,13
67,27
170,42
43,53
145,38
140,77
146,14
65,52
104,87
114,38
143,54
91,24
43,4
87,37
173,65
32,48
30,89
161,1
74,79
30,60
149,47
156,55
108,23
90,7
10,34
144,86
44,18
95,46
16,8
115,44
115,69
7,12
100,71
11,74
11,36
82,87
143,87
0,2
98,40
29,6
69,62
133,20
100,17
0,27
84,79
49,47
71,77
2,17
177,75
154,68
173,74
94,25
71,88
101,49
173,24
39,84
89,25
83,50
81,82
41,48
171,21
132,10
3,73
145,3
29,47
70,25
79,25
112,38
116,86
108,61
131,0
134,74
5,81
62,5
98,4
42,44
27,69
10,4
168,5
105,0
17,49
118,63
9,32
119,86
142,88
56,7
151,39
3,15
138,57
11,53
48,70
17,76
101,87
171,11
3,82
131,39
68,62
65,47
149,86
62,56
94,55
139,47
133,89
161,24
73,54
48,52
31,0
113,8
158,75
123,0
85,37
91,31
36,77
174,49
7,44
133,43
110,50
112,30
1,4
78,87
79,60
72,13
89,54
68,10
0,18
161,86
158,79
150,30
167,63
131,20
15,17
0,49
72,58
32,69
54,41
118,89
171,59
126,27
170,5
129,37
120,20
62,62
103,0
98,11
48,53
76,89
56,44
51,77
58,82
14,67
1,26
49,35
62,50
57,49
164,27
38,30
22,6
108,5
80,4
48,57
32,16
5,18
21,80
27,72
179,31
15,23
99,71
112,65
69,65
148,54
55,52
174,74
176,11
49,86
162,49
164,9
72,17
138,48
150,11
92,55
48,50
40,50
59,32
144,70
98,27
144,63
58,15
167,44
103,83
166,31
81,10
21,12
30,87
169,87
39,77
76,43
168,15
84,37
166,81
39,56
152,18
67,34
179,70
56,42
22,44
99,42
154,72
175,27
154,5
1,44
15,2
92,88
167,83
122,27
70,36
5,88
143,76
86,55
134,67
0,16
91,36
18,4
129,68
103,27
58,45
83,68
37,73
120,18
14,4
137,66
112,24
3,42
163,58
81,87
119,72
128,30
62,76
145,73
103,78
12,63
7,16
42,11
11,69
144,17
143,40
136,49
160,87
145,49
108,56
154,84
27,45
114,54
44,25
111,85
156,27
108,20
134,80
166,5
3,70
157,61
152,35
72,76
80,17
129,87
105,55
13,43
91,64
151,37
22,34
87,32
62,19
176,34
68,49
88,69
74,60
41,65
63,21
144,43
27,7
139,4
84,67
79,41
99,26
152,27
20,54
159,59
159,5
153,17
57,29
162,16
49,73
90,10
178,21
49,34
71,53
36,85
29,58
142,29
28,29
163,50
25,86
68,28
25,38
106,14
36,25
162,75
178,43
157,31
46,35
44,68
79,64
108,76
96,86
83,39
37,55
12,18
171,48
139,41
138,29
114,5
96,71
163,51
46,69
174,59
9,82
82,76
61,62
164,8
137,45
20,20
106,84
148,74
27,75
101,26
108,9
115,52
159,80
151,78
16,79
41,29
84,49
43,19
24,73
7,69
3,31
102,18
60,14
67,49
48,65
148,72
79,83
27,77
76,37
128,67
116,48
53,11
70,73
176,22
128,4
22,9
86,82
11,12
51,53
27,25
62,24
52,79
14,53
179,41
159,46
170,84
61,12
109,88
23,21
4,1
64,89
159,27
88,39
13,26
55,39
168,1
137,37
22,70
18,12
35,12
3,32
178,73
66,61
148,44
92,15
117,62
53,55
75,77
89,77
3,87
163,36
89,14
2,48
61,18
169,6
146,34
84,22
149,17
32,73
23,23
19,49
102,9
50,66
48,20
161,11
4,3
32,9
0,47
26,26
26,87
12,21
117,14
158,24
33,18
102,35
57,30
53,5
56,62
4,44
66,43
178,31
79,53
172,6
117,7
55,12
51,66
125,27
86,46
53,47
65,53
26,8
129,70
44,64
82,82
62,66
19,54
30,79
53,84
36,78
121,39
81,43
141,8
170,31
152,52
30,67
157,2
40,43
54,22
33,23
115,66
149,62
95,71
140,51
86,23
58,79
34,11
32,77
55,48
17,60
79,88
91,25
84,17
40,30
91,11
139,46
46,45
29,88
147,1
108,79
18,42
137,60
142,18
53,57
44,48
60,61
106,64
122,79
44,13
155,65
130,21
165,65
151,88
134,40
163,39
138,60
116,61
167,62
51,34
74,4
90,18
115,34
153,22
54,18
128,51
112,36
145,50
169,3
54,47
124,3
162,4
124,55
153,88
16,86
147,47
12,46
35,35
119,48
100,39
25,56
55,10
83,88
112,17
55,72
127,20
7,63
126,13
117,26
178,39
113,52
156,64
75,14
80,18
105,48
114,64
59,74
101,57
19,36
143,17
47,30
172,25
87,17
101,30
166,77
29,17
86,25
28,87
64,26
37,23
103,23
144,59
105,8
38,71
26,62
58,89
62,64
169,76
67,50
84,24
119,73
17,52
119,71
63,7
134,51
135,51
16,0
17,88
22,14
114,46
102,15
10,54
118,25
5,26
41,43
37,5
146,28
132,43
176,44
138,75
115,27
139,32
77,1
44,56
69,58
54,64
131,42
68,42
90,19
119,0
1,42
69,78
87,4
177,14
162,81
122,5
166,24
164,23
85,80
166,75
141,50
123,84
64,23
173,57
166,50
5,79
128,81
138,52
128,10
150,34
71,30
132,78
112,57
79,22
70,89
86,32
50,63
102,72
132,48
80,33
113,84
78,24
82,68
115,75
15,54
76,38
45,20
147,56
160,2
93,2
6,68
152,32
40,77
149,44
56,40
135,69
140,75
85,2
65,75
100,66
37,74
45,16
102,47
52,20
121,54
77,30
93,79
122,7
160,19
147,77
128,44
104,39
79,29
82,14
79,0
25,11
10,5
99,36
46,18
106,16
124,88
60,57
21,76
133,52
4,4
81,24
39,28
99,43
43,60
98,53
78,83
4,2
149,49
42,77
0,82
143,24
95,14
154,85
104,33
6,34
124,23
173,83
97,20
140,87
10,52
4,9
100,84
110,32
44,34
97,12
130,89
174,11
127,53
131,86
178,71
155,35
151,73
109,18
116,58
158,5
82,26
22,16
177,6
46,29
63,67
61,37
179,35
89,45
70,37
84,52
151,63
63,9
1,61
19,66
120,33
33,25
166,48
116,9
85,24
157,60
122,12
38,8
45,81
22,1
160,10
27,61
164,3
105,79
160,68
18,3
5,87
143,14
44,12
4,56
99,21
68,34
71,60
10,48
159,49
71,20
85,23
162,18
68,13
148,62
137,89
30,85
71,10
90,57
106,68
36,70
14,46
137,13
81,80
143,79
178,53
34,29
147,78
61,65
27,64
147,48
32,43
83,4
159,62
64,21
54,73
130,70
42,32
34,67
17,38
48,45
44,52
171,46
60,16
86,77
122,59
123,25
28,54
22,37
67,47
94,8
168,12
14,49
49,26
67,85
62,88
151,31
66,64
99,50
22,32
36,42
39,26
13,57
106,34
10,64
134,25
172,5
8,20
64,62
109,84
179,36
132,67
40,2
116,64
89,8
83,87
170,4
118,48
133,62
86,86
179,2
158,21
166,73
140,82
23,4
158,30
149,88
8,0
177,50
67,48
172,15
154,83
41,81
139,78
57,35
149,32
59,28
97,32
64,53
31,61
95,51
98,74
0,24
42,22
113,16
88,12
40,40
127,64
107,36
109,69
81,11
27,21
11,59
98,6
94,14
113,35
122,25
133,77
88,87
102,26
72,15
66,48
1,2
74,16
164,48
160,33
173,64
171,61
153,58
57,51
29,32
72,16
175,37
120,37
5,74
162,36
159,9
108,65
148,61
88,32
26,45
132,54
70,49
168,76
175,72
49,1
117,19
24,17
78,79
63,2
91,18
19,55
130,34
165,3
36,60
97,66
91,12
23,62
154,89
36,27
83,65
173,60
66,54
44,58
108,84
119,14
125,50
177,27
65,48
115,43
108,71
38,84
40,13
50,45
144,42
75,23
44,49
156,80
110,33
79,68
162,77
51,60
0,29
87,14
108,63
155,33
98,68
29,42
157,22
92,52
165,33
94,49
52,53
52,89
152,49
52,47
36,10
134,20
159,79
149,79
99,10
51,4
171,1
162,64
0,77
104,57
79,48
45,29
76,88
15,67
164,13
114,9
65,25
145,11
7,2
32,27
124,57
17,73
133,72
110,40
2,40
65,7
76,7
84,18
2,1
2,86
161,76
163,75
13,85
170,16
68,66
60,21
56,29
94,35
7,6
65,78
111,89
122,75
136,42
99,65
13,80
157,89
83,19
72,61
125,65
156,65
37,2
33,39
100,81
77,53
59,30
176,48
53,72
170,7
32,11
140,37
57,33
51,67
31,39
46,36
139,61
50,48
136,3
12,12
164,43
130,50
22,51
58,73
173,47
166,0
71,54
65,39
162,1
75,49
125,8
125,85
72,48
144,81
21,58
159,3
126,71
55,80
174,43
12,49
57,31
41,7
106,39
20,58
155,78
15,86
67,73
25,46
158,35
134,58
146,79
126,46
120,60
134,27
78,77
39,42
22,89
75,71
27,39
66,74
12,65
68,68
20,88
47,44
7,36
75,42
29,10
151,75
142,6
102,80
130,48
1,86
120,86
127,65
80,7
143,20
19,28
76,46
89,18
133,18
33,41
89,63
159,8
98,44
72,41
84,84
58,17
47,24
122,11
92,62
161,31
162,32
25,4
56,82
16,9
86,27
94,70
79,4
165,86
9,26
149,74
70,5
65,46
65,27
108,43
174,4
50,39
15,35
10,50
82,55
168,57
133,12
113,33
100,18
77,35
28,45
176,87
177,25
91,0
64,64
30,44
113,58
143,4
101,66
145,68
12,44
102,3
121,62
155,20
113,62
54,61
125,54
99,58
114,62
88,45
105,36
82,57
42,71
16,3
60,87
94,43
12,6
172,30
5,89
27,8
147,85
23,8
16,67
152,38
25,49
74,17
5,85
73,65
11,62
145,74
164,59
78,9
96,21
118,67
117,87
1,19
108,2
140,45
127,6
48,79
93,14
132,84
18,65
124,18
147,26
41,15
24,79
39,87
47,40
140,81
118,85
33,46
117,56
57,14
85,9
19,65
48,29
107,45
117,81
159,88
84,81
58,67
122,69
174,25
12,24
125,81
94,5
63,70
115,23
92,29
163,14
48,24
65,55
122,76
106,75
66,17
46,27
143,85
178,79
112,48
16,54
35,70
112,76
116,11
132,60
111,7
54,86
65,26
9,77
138,27
154,71
120,67
34,46
178,86
132,36
99,16
127,14
148,45
14,1
176,70
65,83
19,27
101,48
90,31
2,9
110,87
158,64
102,46
179,20
76,53
0,46
6,56
4,65
35,50
135,25
131,26
82,35
63,52
87,27
47,74
0,66
25,54
71,18
89,3
157,30
44,16
139,59
176,9
51,62
179,33
64,30
102,53
70,53
93,31
178,27
89,22
78,80
108,11
27,48
75,68
138,59
26,52
140,54
62,59
170,88
149,12
74,44
13,76
48,14
70,79
118,11
113,66
149,73
168,18
13,35
154,16
140,67
119,89
173,41
98,30
72,71
40,14
45,7
148,13
49,87
83,77
139,75
178,10
8,44
138,71
109,45
101,17
59,55
19,79
119,32
39,40
117,40
28,27
149,46
48,75
101,52
29,79
29,89
102,8
33,3
142,83
95,9
84,20
127,19
91,48
25,76
10,45
58,59
1,78
101,77
86,41
169,45
141,51
38,10
119,36
30,61
106,86
108,67
20,14
111,88
106,2
49,65
45,36
153,66
133,80
173,13
80,87
96,80
28,72
154,24
48,89
42,34
92,54
167,30
26,0
84,44
57,22
143,15
54,11
106,38
95,83
175,34
176,88
138,0
92,21
60,4
8,25
117,72
31,20
36,35
36,56
31,55
165,34
7,20
130,1
50,49
106,30
100,57
144,5
3,66
160,36
12,29
68,87
29,39
106,69
34,5
135,81
40,8
174,45
101,80
28,4
137,72
136,71
145,71
87,64
158,56
61,70
82,30
90,25
54,7
76,86
123,9
37,87
9,84
37,30
75,2
77,67
179,34
32,49
53,50
159,56
8,86
177,71
175,74
88,71
22,61
7,22
163,71
124,24
146,59
26,41
119,84
7,89
115,4
123,5
104,48
146,73
177,80
164,57
15,0
6,61
88,22
34,16
103,51
139,19
150,79
48,37
3,2
135,8
83,83
5,64
109,37
5,48
117,41
142,26
134,64
164,12
24,34
106,32
124,83
70,4
99,8
148,56
165,49
63,15
45,79
39,45
141,22
26,40
106,74
5,84
158,43
75,57
141,38
150,73
102,45
147,60
175,20
38,6
146,78
75,44
58,36
117,55
170,77
75,78
17,34
173,43
42,38
106,15
97,8
56,25
123,7
163,41
22,85
140,79
157,20
174,66
0,6
49,28
105,14
106,81
3,64
20,29
125,78
25,22
20,33
42,54
70,1
56,72
152,62
43,78
170,19
144,69
60,72
84,47
137,78
137,4
86,8
167,82
47,35
58,88
81,74
31,19
116,25
30,0
45,65
50,55
49,75
165,46
149,3
146,86
96,26
107,69
103,31
145,41
4,89
65,88
77,31
133,41
50,19
167,25
166,35
76,63
24,31
22,76
137,38
76,5
132,57
57,59
54,44
104,75
101,3
132,1
84,76
155,28
99,32
80,47
131,19
160,86
0,14
121,52
12,31
23,33
56,22
135,24
97,64
165,9
74,59
52,56
4,28
160,13
101,60
52,42
25,80
177,9
92,76
159,54
17,89
82,43
110,63
169,16
24,37
134,88
53,29
113,1
59,9
176,62
32,2
99,25
167,23
128,0
128,26
153,84
43,81
124,5
6,18
117,84
168,87
173,23
6,76
101,7
169,47
110,20
142,0
153,70
7,26
19,44
172,86
64,44
19,10
134,7
63,3
134,87
161,70
150,77
143,63
45,48
146,23
136,36
134,52
153,52
24,48
99,44
20,38
16,61
60,3
90,15
5,5
43,48
74,0
111,62
111,49
128,37
3,10
164,66
36,31
46,80
160,1
130,49
46,32
94,81
103,44
97,22
170,1
41,14
98,81
98,58
148,10
107,31
173,17
115,7
18,75
148,23
143,74
36,28
100,67
142,75
75,76
45,18
172,24
4,67
28,68
177,24
160,41
17,56
95,7
89,43
91,63
110,34
11,1
116,89
47,52
38,82
169,72
14,11
114,82
8,27
20,2
32,56
88,49
159,40
44,76
176,42
8,7
122,83
99,62
29,40
68,82
15,39
20,64
106,35
163,67
80,68
25,62
112,50
127,5
148,22
168,46
105,52
99,49
44,40
56,41
116,74
88,50
162,33
33,63
132,64
3,59
58,74
113,57
150,27
116,69
83,7
63,32
176,50
8,24
136,18
112,68
146,10
52,27
69,70
159,82
99,23
77,7
116,23
61,1
149,52
92,7
54,23
145,10
34,23
56,8
37,15
70,80
15,65
99,53
27,70
1,31
32,64
41,41
7,1
65,69
143,48
85,34
55,85
3,25
0,32
84,82
42,67
133,8
40,83
40,3
147,69
3,27
84,48
98,32
90,40
139,76
21,39
144,71
58,14
35,72
117,28
132,32
66,6
154,74
47,2
126,4
116,77
83,44
15,56
36,11
116,5
64,17
23,89
63,46
14,79
64,34
43,40
135,87
6,28
35,30
15,12
71,17
160,80
78,17
34,42
59,22
45,82
167,37
120,55
17,87
179,51
82,83
173,50
170,25
1,7
11,76
35,58
70,3
178,12
140,15
112,82
178,42
121,71
73,57
121,80
174,85
93,51
42,82
148,77
125,13
116,22
148,36
87,50
146,3
94,79
91,82
40,31
5,22
22,48
47,65
30,75
159,85
98,56
110,22
177,7
106,80
106,21
129,40
143,64
37,54
23,40
144,62
104,6
10,73
38,34
9,31
101,79
81,3
47,88
77,20
136,4
111,68
20,76
105,80
118,13
5,75
113,39
48,88
102,11
135,3
89,61
81,41
114,66
105,19
65,63
121,48
107,47
58,5
59,61
73,68
171,30
129,42
18,51
17,48
142,22
152,63
109,33
161,29
36,44
148,83
10,22
162,79
110,14
113,14
73,17
57,3
161,42
136,78
113,4
179,86
165,89
154,26
17,12
14,58
72,28
102,57
80,46
107,83
16,43
161,19
86,57
120,50
0,56
46,64
173,25
27,36
79,71
25,24
132,61
133,36
104,63
100,29
144,37
166,3
51,83
63,86
97,44
55,40
26,63
45,54
30,12
168,27
81,88
13,67
165,27
32,30
98,37
150,86
9,4
7,51
100,7
101,89
115,28
130,9
124,39
55,59
89,32
163,40
11,71
17,61
162,0
120,42
70,18
172,11
69,41
39,51
122,52
164,6
119,56
124,30
66,83
179,64
43,23
142,17
145,14
165,44
107,21
105,15
48,81
48,78
19,29
22,3
164,2
47,41
44,29
178,29
4,32
145,60
147,72
85,72
109,89
174,44
61,35
15,4
95,59
89,58
89,75
65,57
38,28
135,28
103,50
107,87
56,46
55,1
48,60
160,67
80,13
77,59
139,20
42,16
103,5
131,81
59,50
70,86
8,8
123,48
152,72
63,49
72,44
134,46
113,67
75,73
66,86
124,41
138,37
94,40
87,6
14,84
21,1
15,62
47,19
45,11
120,16
171,88
117,17
22,86
108,66
71,71
134,29
73,4
152,10
68,11
162,85
31,3
141,76
27,10
23,74
155,59
54,53
120,66
142,45
85,27
32,36
169,39
63,34
56,36
130,2
97,10
158,88
165,2
157,52
103,70
143,66
83,8
79,59
55,33
67,0
35,61
112,16
173,20
39,27
148,52
178,41
77,29
21,7
12,38
2,49
160,42
102,31
144,16
100,69
78,23
25,16
150,43
115,54
81,75
60,81
31,31
172,82
121,77
71,31
179,23
137,29
142,23
100,32
109,26
165,84
176,85
101,59
0,72
88,3
47,5
57,76
25,40
141,75
111,73
1,16
150,15
109,30
45,60
169,85
114,14
119,29
78,21
52,87
83,67
46,25
171,71
19,40
163,63
110,23
65,14
102,65
175,14
61,0
88,75
138,66
71,6
87,38
143,56
75,21
169,63
173,54
126,10
2,32
113,72
117,21
45,1
116,79
42,59
109,60
77,4
90,44
41,56
58,1
117,24
174,18
93,39
158,4
21,68
93,60
120,77
96,30
151,42
104,35
91,77
9,60
2,15
69,66
90,17
67,56
62,72
84,61
6,66
169,25
53,79
146,82
168,16
97,21
91,65
78,2
170,22
32,75
14,43
120,68
8,83
68,4
72,31
142,28
64,63
123,34
90,55
74,31
117,50
35,31
75,34
133,31
133,22
93,26
68,6
17,57
64,15
75,64
33,5
63,53
153,45
106,11
52,61
130,53
79,67
146,65
84,2
38,58
32,81
153,5
129,38
65,0
70,10
110,6
105,24
49,72
92,71
163,22
16,33
44,38
114,86
85,21
103,75
63,79
21,73
137,71
150,56
111,54
153,82
68,46
54,39
86,54
35,64
55,62
162,80
103,86
99,5
76,84
54,87
115,60
39,54
6,2
109,61
129,41
130,46
161,60
167,88
52,73
160,51
110,26
8,73
123,13
13,69
12,86
42,24
136,2
85,18
135,61
59,44
34,12
41,52
136,51
114,23
63,4
141,31
178,11
137,28
68,16
110,19
12,70
130,35
157,4
94,15
79,13
126,57
15,36
19,5
50,86
5,11
25,75
90,76
124,59
177,85
135,59
73,80
29,55
179,28
68,8
21,83
78,54
11,50
17,84
111,16
109,21
62,54
141,83
22,78
149,9
152,17
174,34
89,86
57,2
106,72
146,12
32,53
18,56
19,89
87,48
106,24
135,72
171,77
80,69
69,9
3,55
80,10
95,47
74,55
143,88
148,75
87,72
92,25
32,21
140,84
11,79
155,9
70,21
